slavery suggest a more M 140
slumped against a wall D 1658
slumped against a tree D 1186
slammed against a wall D 1102
slammed against a tree D 310
slammed against a rock D 219
slumped against a rock D 196
slammed against a hard D 156
slender beginning i have D 154
slipped between a pair D 136
slouching against a wall D 106
slavery demands a soil D 86
