skirt over thine handmaid D 587
skins have been exported D 288
skill have been expended D 286
skill have been employed D 278
skill have been bestowed D 184
skill among those employed D 182
skill well worth developing D 180
skill have been lavished D 136
skill have been acquired D 106
skull have been reported D 98
skins were very valuable D 96
skins were also obtained D 96
skins have been imported D 94
skull have been acquired D 88
skins have been obtained D 80
