skipped the preceding question M 130
skilled or skilled workers D 834
skilled in natural history D 402
skilled in natural science D 348
skilled in warlike affairs D 302
skilled in medical science D 160
skilled in foreign affairs D 142
skewers of grilled chicken D 139
skilled in worldly affairs D 104
skilled in certain aspects D 92
skilled in country matters D 88
skilled in medical matters D 84
skilled in amatory matters D 84
