zealot when it came M 150
zeros along the main M 130
zeros must be used M 96
zeros from the left M 65
zenith from the pole D 288
zenith during the early D 285
zebra over the body D 274
zenith during the late D 243
zenith during the years D 234
zenith during the time D 218
zenith during the last D 183
zenith during the rule D 172
zenith angle at noon D 124
zenith during the days D 102
zenith angle is less D 100
zenith angle is zero D 45
zenith during the third D 41
