dawning states a perfect M 112
dancing around a maypole D 1060
dance around a maypole D 616
dance without a partner D 516
dancing around a bonfire D 489
dance around a bonfire D 294
dashing through a country D 192
dancing without a partner D 134
dancing before a bonfire D 106
dancing became a popular D 88
dancing around a central D 87
dance around a central D 67
dance around a subject D 43
