seek family planning services M 336
sent through formal channels M 186
seem almost without exception M 186
sent through normal channels M 136
sent through proper channels M 132
seeing through vulgar illusions M 116
sent through various channels M 102
sent through secret channels M 98
seen almost without exception M 88
seem fairly evenly balanced M 40
self showed through crevices D 194
sent united states soldiers D 104
seeing public credit flourish D 88
