utilizes his location and M 100
utensils for preparing them D 414
utilized for storage and D 185
utilized for research and D 176
utensils are brought out D 174
utensils and vessels for D 172
utensils for preparing and D 156
utilized with success for D 96
utilized for pasture and D 94
utensils and carried them D 94
utensils are covered with D 92
utilized this material for D 88
utensils and vessels are D 80
