utility rate design study M 671
uttered those famous words M 464
uttered these strange words M 362
uttered these simple words M 346
uttered these famous words M 292
uttered some strange words M 244
uttered these common words M 160
uttered some broken words M 88
uttered these solemn words D 332
uttered those solemn words D 166
uttered these bitter words D 148
uterine wall through which D 142
uttered these hollow words D 138
uttered such piercing cries D 134
