utmost i can do M 1680
uttering a cry of D 6546
utters a cry of D 3568
uttering a cry as D 339
uttering a cry or D 222
uttering a lot of D 200
utters a cry as D 171
uttering a cry to D 146
utters a song of D 136
utters a cry or D 122
uttering a few of D 114
uttering a cry so D 112
uttering a song of D 110
uttering a cry in D 110
utters a bit of D 90
uttering a set of D 88
utters a cry in D 82
