fulfilled functions other than M 92
functional currency other than D 536
furnished abundant food for D 310
furnished valuable data for D 247
functional relations among them D 226
functional integral over all D 224
furnishes valuable data for D 216
furnishes abundant food for D 200
fugitives resorted from all D 170
furnished abundant means for D 150
furnished entirely free and D 116
functional authority over all D 96
