ends professed by morals M 86
ending happiness or misery M 80
ending inventory at retail D 5654
ending inventory is valued D 867
ending inventory by applying D 542
ending inventory of direct D 276
ending inventory is higher D 142
ending inventory is greater D 118
ending inventory is larger D 100
ending inventory to arrive D 96
ending inventory is priced D 96
ending inventory is stated D 92
ending stretches of gloomy D 43
