eastward through a deep M 102
earliest memory i have D 792
earliest mention i have D 710
earliest record i have D 702
earliest edition i have D 458
earliest notice i have D 286
earliest mention i find D 146
earliest notice i find D 130
earliest version i have D 122
earliest record i find D 102
earliest dramas i take D 102
