adds nothing essentially new M 244
adding more information and M 162
adds more complexity and M 142
adds some prosperous and M 128
adds more information than M 104
adds more complexity than M 100
adds more information and M 98
adds some complexity and M 84
adding back depreciation and D 266
adding their numerators and D 102
adding other franchises not D 102
adding some regulations for D 94
