add your personal find M 200
add some passages from M 168
add other elements such M 132
add other examples from M 128
add other elements like M 124
add some examples from M 110
add some extracts from D 446
add more crystals from D 150
add more sulfuric acid D 127
add more tartaric acid D 94
ads were selected from D 88
