twig shall grow forth M 254
twin girls were born D 817
twin falls north side D 456
twin pairs have been D 368
twig still swinging from D 250
twin falls south side D 204
twin lengths leading back D 150
twin births have been D 126
twig would have been D 118
twin would have been D 114
twin could have been D 112
twin pairs were more D 95
twin giants come back D 86
twin might have been D 80
