yacht club was organized D 413
yards from his objective D 265
yards from its objective D 238
yards from his residence D 194
yards from our favourite D 188
yards from one extremity D 184
yawning gulf that separates D 154
yards from his apartment D 146
yards from its neighbour D 140
yards wide and navigable D 103
yards from our objective D 101
yards away and approaching D 100
yards from his neighbour D 98
yards away and continued D 92
yards from his birthplace D 82
