ego should start into M 104
ego states which were M 84
egg whites until soft D 4561
egg whites until very D 1269
egg whites until firm D 612
egg whites until just D 394
egg whites until peaks D 302
egg whites until well D 265
egg whites which have D 250
egg whites pinch salt D 240
egg whites until thick D 176
egg whites while beating D 127
