sheltered behind high walls M 94
shortages became more acute D 442
shepherds washed their socks D 280
shepherds watching their sheep D 220
shortages become more acute D 206
shepherds watching their flock D 154
shoulders taught their souls D 152
shoulders towering high above D 108
shepherds guarding their sheep D 90
