show sufficient interest and M 169
show sufficient evidence that M 142
show conclusive evidence that D 166
show sufficient enthusiasm for D 160
show systematic variations with D 130
show remarkable aptitude for D 117
show particular aptitude for D 114
show substantial evidence that D 99
show conclusive evidence for D 91
