justly brought down upon M 82
jumped lightly down from D 544
jumped lightly down into D 464
judges elected from among D 190
judges patents during their D 180
jumped quickly down from D 154
jumped several feet into D 126
jumped himself down into D 126
juices carried back from D 106
judges preside over these D 98
judges presiding over these D 94
jumped briskly down from D 92
jumped quickly back into D 90
justly suspect there were D 88
