echo each other across M 236
echo with your united M 142
echo with their praise M 92
echo that will report M 92
echo with their voices M 90
echo with their shouts D 370
echo with their rifles D 230
echo with their screams D 90
echo with their shrill D 85
echo with their piercing D 84
echo with their cheers D 83
