crop rotation crop rotation D 641
crew members were rescued D 526
crew members were injured D 416
crew members were drowned D 370
crew members were wounded D 304
crew members were allowed D 232
crew members were released D 228
crop failure from drought D 156
crew members were trained D 108
crew members were ordered D 102
crop depends very largely D 90
crew members were awarded D 84
crew members were brought D 82
