crying over spilled milk D 5824
crew like icicles from D 828
crew were suffering from D 584
crew were divided into D 514
crew were rescued from D 448
crew knew exactly what D 208
crew were removed from D 154
crew were brought into D 152
crew were ordered into D 142
crew were released from D 116
crew were bundled into D 100
crew were carried into D 98
crop loss resulting from D 96
crew were returning from D 94
crew were drowned when D 94
crew were brought back D 82
