crying children went into M 110
crop promised very well D 674
crop rotations have been D 351
crop residues have been D 302
crop failures have been D 234
crew returned from their D 134
crew suffered much from D 108
crew finished their work D 102
crop residues were left D 100
crop whatever will stay D 84
