snow suddenly arose in M 86
snow suddenly began to M 82
snow crunched under the D 582
snap decisions based on D 349
snow crunched under my D 338
snap judgment based on D 274
snap judgment about the D 221
snow flurries began to D 156
snow crunched beneath my D 144
snow crunches under the D 118
snow crunched beneath the D 104
snow crackled under the D 102
snow glistening above the D 100
snow crackled under my D 96
snow crystals begin to D 82
snap decisions about the D 43
