nameless birds came quite M 224
nautical miles from shore D 1565
nautical miles from japan D 278
narrator takes great pains D 188
nativity could also prove D 146
nautical miles from where D 130
narrated above took place D 114
nautical rules have taken D 112
narrated slide show about D 46
nautical miles from point D 41
