idea generally received is M 510
idea instantly occurred to M 422
idea naturally occurred to M 326
idea certainly occurred to M 200
idea evidently occurred to M 132
idea sometimes occurred to M 130
idea naturally occurred of M 124
idea previously advanced by M 102
idea generally accepted in M 88
idea sometimes referred to D 116
