brotherhood bonded close and D 226
broadcasting station sends out D 178
breastworks behind which they D 106
bridegroom joined hands and D 96
bridegroom joined hands with D 86
broadcasting station which was D 55
broadcasting station which had D 51
broadcasting station which has D 48
broadcasting system which was D 45
