swung him twice against M 180
sweat they under burdens D 397
swan her downy cygnets D 214
sweat and stale tobacco D 195
swam with strong strokes D 168
swear with proud disdain D 148
swung his sword against D 144
sweat with greasy flannel D 124
swung its green banners D 116
swung her belly against D 114
sway and stern command D 114
sweat her sixty minutes D 110
swam and mingled together D 92
