operations , " which M 2894
opposition , " which M 2259
oppression , " which M 889
opposition , " wrote M 606
opposites , " which M 538
operations , " wrote M 440
operations , " paper M 430
oppressed , " which M 342
operations , " while M 269
opposition , " while M 260
oppression , " wrote M 238
operators , " which M 236
operations , " where M 188
opposition , " though M 154
operations , " since M 132
operations , " human M 127
oppression , " while M 123
operations , " though M 114
operations , " noted M 112
opposition , " since M 106
oppressed , " wrote M 99
opposition , " whose M 98
operations , " rather M 90
operations , " world M 85
opposites , " since M 84
operations , " joint M 69
opposition , " headed M 61
