lying can be justified M 92
lying dead at different M 90
lying near in abundance M 88
lying near the periphery D 425
lying near the headwaters D 374
lying near the fireplace D 271
lying for the whetstone D 264
lying near the highlands D 190
lying dead of starvation D 160
lying out as aforesaid D 140
lying near the continent D 90
lying off the factories D 80
