jigging veins of riming D 340
jimmy tried to help D 268
jimmy began to feel D 242
jimmy seems to have D 224
jimmy would be able D 162
jingled change in their D 158
jimmy wants to know D 156
jimmy tried to make D 114
jimmy would be there D 106
jimmy spent the rest D 104
jimmy tried to keep D 88
jimmy jocks he lets D 84
