jealous i used to M 108
jerked a thumb at D 8492
jerked a thumb in D 2980
jerked a thumb to D 576
jerked a finger at D 346
jerked a pair of D 178
jerked a hand at D 170
jerked a look at D 146
jerked a thumb up D 136
jerked a knot in D 130
jersey a part of D 128
jerked a hand to D 104
jerked a finger in D 98
