square structure with its M 98
square kilometer per year D 1014
square decimeter per day D 593
square statistic for this D 410
square statistic and its D 278
square statistic for each D 246
square statistic with one D 238
square shoulders and his D 208
square shoulders and long D 170
square kilometer than any D 160
square statistic does not D 136
square statistic was not D 132
square kilometer and that D 43
