spy with my little D 3265
spy for the soviet D 2200
spy for the french D 1522
spy for the united D 1262
spy out the ground D 557
spy for the police D 516
spy out the strength D 448
spy for the allies D 358
spy out the secret D 259
spy and the silver D 258
spy for the rebels D 242
spy out the faults D 211
spy for the secret D 146
spy who is caught D 101
spy out the nature D 90
spy out the hidden D 89
spy and an existing D 80
spy for the whites D 43
