dutifully back and forth M 88
duplicate what has been D 396
duplicate copy was lost D 232
duplicate copy has been D 202
duplicate what you have D 190
duplicate what they have D 180
duplicate copy for your D 176
duplicate work being done D 138
duplicating what has been D 130
duplicate what had been D 125
duplicating work being done D 88
duplicate what was done D 44
