knowingly came into a M 300
knocked over like a D 482
knocked down like a D 404
knocked down during a D 350
knocked down from a D 274
knocked down half a D 246
knocked over half a D 192
knocked back half a D 176
knocked down into a D 137
knocked over during a D 130
knocked down when a D 130
knocked down many a D 130
knocked back into a D 118
knocked over into a D 96
