knowingly i will give M 122
knocked a third time D 1513
knocked a great hole D 922
knocked a bull calf D 516
knocked a good many D 242
knocked a ball into D 196
knocked a tree down D 184
knocked a nail into D 176
knocked a lamp over D 118
knocked a hole into D 116
knights i have ever D 110
knocked a huge hole D 108
knocked a hole last D 104
knocked a girl down D 102
knocked a gaping hole D 88
knocked a golf ball D 80
knocked a ball over D 80
knocked a wall down D 48
