landscapes with different proportions D 540
laboratory and diagnostic procedures D 432
laboratory and classroom facilities D 217
laboratory jet propulsion laboratory D 194
laboratory and production facilities D 156
laboratory for technical assistance D 116
laboratory and diagnostic facilities D 108
laboratory and classroom instruction D 88
laboratory for practical instruction D 86
laboratory and technical facilities D 86
laboratory and numerical simulations D 47
