pay interest arises under M 424
pay personal income taxes D 1913
pay ordinary income taxes D 937
pay somewhat higher wages D 398
pay slightly higher rates D 342
pay somewhat higher rates D 304
pay somewhat higher taxes D 190
pay slightly higher wages D 184
pay slightly higher taxes D 144
pay positive income taxes D 88
