vary within somewhat wide M 162
vast region stretching from D 1564
vary quite markedly from D 406
vast plain stretching from D 336
vast plain stretching away D 280
vast tract stretching from D 188
vast kingdom stretching from D 140
vast blank stretching from D 130
vast region acquired from D 114
vast round flattish mass D 94
vary quite markedly over D 84
