frame should be sufficiently M 94
frame broken by mortification D 284
fresh sounds of astonishment D 234
fresh fields of investigation D 170
fresh medium is continuously D 168
freer spirit of versification D 164
fringes formed by interference D 138
fresh series of difficulties D 114
fresh energy is communicated D 98
fringes caused by interference D 45
