hung twenty years about M 220
hung around much longer M 175
hung across their backs M 154
hung around there until M 136
hung around their house M 82
hung around their necks D 6016
hung upside down above D 200
hung upside down until D 186
hung upside down while D 144
hung upside down under D 130
hung around pool halls D 110
hung beside their doors D 88
hung poised high aloft D 48
