plea upon which this M 116
plea will avail him M 100
ply their trade with D 1518
ply their trade and D 1464
ply their trade for D 582
ply their spears with D 202
ply their craft and D 196
ply their trade all D 141
ply their calling with D 141
ply their trade are D 132
ply their trade out D 93
ply their craft for D 92
ply their wares and D 88
ply their trade not D 82
ply your spurs and D 44
