fly gradually left them M 146
fling themselves upon him D 592
fling themselves from one D 204
fling themselves down and D 160
fling themselves upon her D 152
fling themselves into his D 132
fling themselves upon them D 104
fling themselves into each D 104
fling themselves into all D 102
fling fireworks among them D 94
