yellow are primary colors M 158
yellow and scarlet feathers D 258
yellow and malarial fevers D 248
yellow and reddish yellow D 177
yellow and typhoid fevers D 156
yellow and scarlet clouds D 146
yellow and crimson saints D 122
yellow and cadmium yellow D 114
yellow and scarlet damask D 110
yellow and magenta layers D 100
yellow with tobacco stains D 90
