urgent measures are taken M 630
urgent request for money M 427
urgent demands for money M 354
urgent problem that needs M 206
urgent problem with which M 124
urgent request for action M 114
urgent problem that faced M 100
urgent demands for action M 100
urgent request for funds D 162
urchin between her knees D 100
