woe befall the man M 116
woe betide the man D 5860
woe betide the one D 751
woe betide the boy D 504
woe betide the day D 242
woe betide us all D 191
woe betide the six D 118
woe betide if you D 116
woe betide the red D 112
woe betide he who D 104
woe betide the dog D 100
woe forget in thee D 80
