poem itself was written M 380
poet except that supreme M 160
poet writes for himself M 130
poet creates for himself M 120
poet creates his persons M 116
poet proves his vocation M 98
poet claims for himself M 88
poet overdo his emotions D 124
pot plants and flowers D 118
pot filled with flowers D 92
poet lingered with peculiar D 84
