rightly scan their features D 216
rightly take into account D 134
rituals have been carried D 118
rituals have been revived D 112
rituals have been altered D 110
rightly have been accused D 110
rightly took into account D 108
rivalry grew more intense D 102
rituals have been devised D 98
rightly love your brethren D 96
rituals have been studied D 82
