void within their borders M 86
vote thereon were present D 960
vote within their several D 717
vote would have defeated D 252
vote would have divided D 232
voting thereon were elected D 208
vote would have carried D 199
voting stock will prevent D 182
vote after vote ordered D 182
vote would have elected D 178
vote would have brought D 98
vote would have decided D 88
vote would have altered D 88
vote might sell himself D 80
