volcanic action took place D 250
voyagers sailing from hence D 186
volcanic rocks were found D 166
volcanic rocks from which D 156
volcanic rocks also occur D 146
volcanic vents from which D 144
volcanic cones were built D 136
volcanic rocks from japan D 132
volcanic glass from which D 102
volcanic cones from which D 98
volcanic cones rise above D 93
volcanoes which have never D 90
volcanoes which rise above D 89
volcanic cones rising above D 84
