sunny southern accent was M 82
suits against states for D 820
suits brought before them D 389
suits between states and D 354
suits depending before them D 212
suits brought before him D 212
suits between aliens and D 210
suits against states and D 204
suits between parent and D 162
sunning himself before his D 124
sugar frosted flakes and D 108
suits against states that D 94
suits involving claims for D 86
suits against aliens are D 51
