sum not exceeding a M 1456
sun had brought a M 218
sun that everything i M 188
sun and provide a M 170
sun and becomes a M 154
sun and produce a M 152
sun had dropped a M 142
sun had climbed a M 142
sun can produce a M 118
sun and watched a M 104
sun has released a M 98
sun and prefers a M 84
sue was sketching a D 172
sue out forthwith a D 130
sun had drooped a D 110
sue and recover a D 106
sun had painted a D 88
