lung of erect man D 378
lung is small and D 190
lung is large and D 184
lung is lower than D 178
lung is solid and D 166
lung to breathe with D 158
lung in which they D 156
lung in front and D 142
lung is broad and D 124
lung is stiff and D 94
lung in which gas D 90
lung in males and D 86
lung is smooth and D 84
lung is shown with D 82
