lung on both sides D 290
lung is not known D 290
lung at this stage D 192
lung in this state D 180
lung is not fully D 178
lung in this stage D 178
lung in this region D 162
lung at all times D 126
lung in its place D 112
lung at any given D 110
lung at this point D 106
lung is not quite D 88
lung is that which D 82
