vie to get their M 55
vial in his hand D 1051
vial of his wrath D 714
vial in her hand D 509
vial of oil upon D 300
viol in his hand D 254
vial to his lips D 240
vial in one hand D 220
vial to her lips D 211
viol in his left D 130
vial of its wrath D 130
vial of her wrath D 128
vial of oil from D 116
viol on his back D 104
vial to his mouth D 96
viol do not cease D 80
