officially encouraged to express D 408
offensive collections of animals D 244
officially recognized by congress D 226
officially recognized as members D 186
officially designated as national D 162
officially recognized the problem D 160
officially designated by congress D 154
officially registered as members D 144
officially designated the capital D 134
officially designated the national D 108
officially summarized as follows D 106
officially recognized as national D 104
