yours forever and ever M 497
yours because you have M 497
youths laughed with young M 316
yours because they have M 246
yours because you were M 148
youths because they have M 116
youths because they were M 98
yours because you will M 95
youths exposed for sale D 508
yoked together with iron D 390
yours anytime you want D 162
yoked together for life D 112
yoked together all their D 90
