oxidation from the air D 407
oxidized form of any D 333
oxidized zone of lead D 315
oxidized zone of ore D 259
oxidized form of this D 249
oxidized ores of lead D 175
oxidation rate is not D 167
oxidation zone of lead D 162
oxidation zone of ore D 148
oxidation rate is low D 121
oxidized only as far D 114
oxidized back to its D 114
oxidation rate of this D 107
oxidation rate in air D 103
oxidized form of one D 94
oxidation rate in this D 86
