ox is being gored D 3274
ox or his sheep D 1032
ox in his loose D 386
ox on his tongue D 260
ox or his horse D 248
ox in his stall D 174
ox in his breast D 150
ox by his horns D 150
ox or ass shall D 130
ox to his stall D 110
ox in his place D 104
ox or cow which D 98
ox or cow hides D 90
ox in its stall D 90
