ate an excellent meal M 258
ate by themselves and M 126
ate the untouched and M 102
ate the harnesses off D 178
ate the chocolate and D 146
ate in humiliation and D 142
ate the mushrooms and D 124
ate the chocolate bar D 114
ate by firelight and D 108
ate the mushrooms with D 96
ate the hamburger and D 80
