atop their heads and D 348
atom will react with D 216
atom bomb went off D 194
atom will have its D 171
atom must have one D 166
atom bomb will bring D 165
atom will have two D 136
atom must have its D 122
atom will have one D 116
atom away from its D 107
atom having more than D 106
atom must lose two D 88
atom will lose its D 86
atom will emit its D 86
atom will bond with D 62
atom having only one D 59
atom bomb will not D 58
