cities back east . M 412
cities have them . M 328
cities were not . M 282
circle among men . M 270
circling over them . M 212
circle only one . M 195
circle like this . M 180
cities upon them . M 170
circle like that . M 165
cities into one . M 148
cities last year . M 144
cities like this . M 142
cities were few . M 130
circle over head . M 126
cities were doing . M 118
circle over them . M 114
circle from him . M 109
circling over head . M 106
cities there are . M 100
cities have not . M 100
circus like that . M 100
cities into being . M 94
circling over him . M 92
cities have one . M 88
cities next year . M 86
cities from them . M 86
cities like that . M 80
